         647060 function calls (643877 primitive calls) in 1.693 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      273    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x1013e56b8}
       13    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
      151    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numerictypes.py:654(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/spectral.py:1791(detrend_func)
        5    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:178(_validate_dtype)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:255(format_meter)
      381    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
       69    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1167(is_timedelta64_ns_dtype)
      153    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tools/data.py:32(_is_structured_ndarray)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:11018(logical_func)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:937(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:488(_decr_instances)
      143    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/range.py:89(ensure_int)
        5    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:749(copy)
       33    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:591(__len__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:1(<module>)
      306    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:121(isComplexType)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:225(get_dtypes)
      111    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:399(name)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:823(_ixs)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1785(_isnan)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:2491(detrend)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:313(get_flattened_iterator)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/util.py:10(<module>)
       69    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1118(is_datetime64_ns_dtype)
      325    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:3149(_clear_item_cache)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:248(print_status)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:985(eigvals)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:784(take)
       12    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/_peak_finding.py:1084(<listcomp>)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:4051(equals)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:848(_shallow_copy)
      146    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       14    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/base.py:963(_ndarray_values)
       12    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:646(<lambda>)
       33    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:377(_get_axis)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:822(view)
      308    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'get_labels_groupby' of 'pandas._libs.hashtable.Int64HashTable' objects}
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1581(number_crossing_m)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:776(copy)
       78    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/model.py:767(initialize)
       18    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tools/data.py:99(_is_using_pandas)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/model.py:1110(cov_params)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:242(fp_write)
      194    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:345(delete)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:619(variance)
      337    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1669(is_boolean)
       48    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:349(_get_axis_number)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.map_infer}
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/_peak_finding.py:1296(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'factorize' of 'pandas._libs.hashtable.Float64HashTable' objects}
       73    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:3054(__init__)
       30    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:1041(argmax)
      169    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:652(__len__)
       32    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:2650(get_loc)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       60    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:2664(prod)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/base.py:255(__getitem__)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/shape_base.py:286(hstack)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1729(inferred_type)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:560(_set_levels)
      156    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:203(_assertRankAtLeast2)
      385    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1488(_block)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:1038(_get_counts)
       27    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:175(get_values)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:712(count_above_mean)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:337(nanany)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:5277(ensure_index_from_sequences)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:276(has_duplicate_min)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/twodim_base.py:475(vander)
       78    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/data.py:403(_check_integrity)
      410    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:534(wait)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:215(_assertFinite)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1193(construct_1d_object_array_from_listlike)
       58    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:748(<setcomp>)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1021(_set_names)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/function_base.py:4220(delete)
       33    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:291(__len__)
       30    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:682(<listcomp>)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:1496(wresid)
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/fft/helper.py:320(<listcomp>)
       25    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:342(_constructor_expanddim)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_monitor.py:50(exit)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/generic.py:1319(_gotitem)
       33    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1320(is_datetimelike_v_numeric)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1796(_simple_blockify)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:665(absolute_sum_of_changes)
      120    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:507(<genexpr>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:264(wait)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/ar_model.py:680(__init__)
      160    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:89(_check_ndim)
       18    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/fft/helper.py:285(pop_twiddle_factors)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:324(astype)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/function_base.py:3833(_quantile_is_valid)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:527(mean_change)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:39(as_strided)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:597(astype_nansafe)
       12    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:175(ones)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/histograms.py:295(_get_outer_edges)
       39    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3608(values)
      280    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      300    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/tile.py:519(_postprocess_for_cut)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:983(nanprod)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:293(__init__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/range.py:125(from_range)
      293    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:308(dtype)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:1971(_can_hold_element)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:1507(scale)
      314    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
      294    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:121(<genexpr>)
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:121(is_iterator)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:730(<listcomp>)
       78    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/wrapper.py:15(__init__)
      123    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:633(_reset_identity)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1630(value_count)
      324    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      150    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:1785(shape)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1868(_interleaved_dtype)
      150    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:26(_maybe_view_as_subclass)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1681(is_object)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:97(__enter__)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/histograms.py:325(_unsigned_subtract)
       32    0.000    0.000    0.000    0.000 {pandas._libs.lib.values_from_object}
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:729(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       35    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:98(<listcomp>)
      147    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1072(find_common_type)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:700(view)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:574(<genexpr>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:1512(ssr)
       79    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       32    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
      120    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:443(_numeric_arrays)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:151(<listcomp>)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:100(__exit__)
       33    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1462(<genexpr>)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:746(is_dtype_equal)
       32    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:547(_get_attributes_dict)
       34    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:363(_get_axis_name)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:726(count_below_mean)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:89(acquire)
      239    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'put' of 'numpy.ndarray' objects}
       33    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:934(_mode_from_name)
       98    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:382(_set_subtyp)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:234(__init__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:740(last_location_of_maximum)
       34    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:71(<genexpr>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:732(astype)
       38    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/arrays/numpy_.py:170(__array__)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/regression/linear_model.py:320(predict)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:403(cached)
      292    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       23    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:868(is_integer_dtype)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:1209(_validate_read_indexer)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:938(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
      247    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:195(mgr_locs)
      186    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1260(maybe_cast_to_integer_array)
       63    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:927(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:801(slabels)
       78    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tools/data.py:89(_is_using_ndarray_type)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:304(_populate_tables)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
       13    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:643(_engine)
        2    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
        5    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:2626(__init__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:888(copy)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:93(release)
       70    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
       68    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:308(<genexpr>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
       48    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:136(<genexpr>)
       72    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:143(ndim)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:577(mean)
      135    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_collections_abc.py:392(__subclasshook__)
       30    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {built-in method numpy.fft.fftpack_lite.rffti}
        1    0.000    0.000    0.000    0.000 {method 'factorize' of 'pandas._libs.hashtable.Int64HashTable' objects}
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:3070(_set_as_cached)
       16    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:5036(__finalize__)
       25    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:2689(is_list_like_indexer)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/base/tsa_model.py:565(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.fft.fftpack_lite.rfftb}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
      192    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:920(<genexpr>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:283(get_new_index)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:306(sum_values)
       52    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:2551(array_equal)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:69(_make_options_dict)
      192    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:921(<genexpr>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:758(__init__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:1000(join)
       12    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:1073(_zero_out_fperr)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/frame.py:3565(_sanitize_column)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:407(<listcomp>)
      129    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/numeric.py:1683(<listcomp>)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/shape_base.py:335(<listcomp>)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1346(rename)
